year_month,state,unemployment_rate
2012-01,AZ,8.8
2012-02,AZ,8.7
2012-03,AZ,8.6
2012-04,AZ,8.5
2012-05,AZ,8.5
2012-06,AZ,8.4
2012-07,AZ,8.4
2012-08,AZ,8.3
2012-09,AZ,8.2
2012-10,AZ,8.1
2012-11,AZ,8.1
2012-12,AZ,8.1
2013-01,AZ,8.1
2013-02,AZ,8.1
2013-03,AZ,8.1
2013-04,AZ,8.0
2013-05,AZ,8.0
2013-06,AZ,7.9
2013-07,AZ,7.9
2013-08,AZ,7.8
2013-09,AZ,7.7
2013-10,AZ,7.6
2013-11,AZ,7.5
2013-12,AZ,7.4
2014-01,AZ,7.2
2014-02,AZ,7.1
2014-03,AZ,7.0
2014-04,AZ,7.0
2014-05,AZ,6.9
2014-06,AZ,6.8
2014-07,AZ,6.8
2014-08,AZ,6.7
2014-09,AZ,6.7
2014-10,AZ,6.6
2014-11,AZ,6.5
2014-12,AZ,6.5
2015-01,AZ,6.4
2015-02,AZ,6.3
2015-03,AZ,6.3
2015-04,AZ,6.2
2015-05,AZ,6.2
2015-06,AZ,6.1
2015-07,AZ,6.1
2015-08,AZ,6.1
2015-09,AZ,6.0
2015-10,AZ,5.9
2015-11,AZ,5.9
2015-12,AZ,5.8
2016-01,AZ,5.7
2016-02,AZ,5.7
2016-03,AZ,5.6
2016-04,AZ,5.6
2016-05,AZ,5.6
2016-06,AZ,5.5
2016-07,AZ,5.5
2016-08,AZ,5.4
2016-09,AZ,5.4
2016-10,AZ,5.4
2016-11,AZ,5.3
2016-12,AZ,5.3
2017-01,AZ,5.2
2017-02,AZ,5.2
2017-03,AZ,5.1
2017-04,AZ,5.0
2017-05,AZ,5.0
2017-06,AZ,4.9
2017-07,AZ,4.9
2017-08,AZ,4.8
2017-09,AZ,4.8
2017-10,AZ,4.8
2017-11,AZ,4.9
2017-12,AZ,4.9
2018-01,AZ,4.9
2018-02,AZ,4.8
2018-03,AZ,4.8
2018-04,AZ,4.7
2018-05,AZ,4.7
2018-06,AZ,4.7
2018-07,AZ,4.7
2018-08,AZ,4.7
2018-09,AZ,4.8
2018-10,AZ,4.9
2018-11,AZ,5.0
2018-12,AZ,5.0
2019-01,AZ,5.0
2019-02,AZ,5.0
2019-03,AZ,4.9
2019-04,AZ,4.9
2019-05,AZ,4.8
2019-06,AZ,4.8
2019-07,AZ,4.8
2019-08,AZ,4.8
2019-09,AZ,4.7
2019-10,AZ,4.7
2019-11,AZ,4.7
2019-12,AZ,4.7
2020-01,AZ,4.8
2020-02,AZ,4.8
2020-03,AZ,4.9
2020-04,AZ,13.8
2020-05,AZ,11.2
2020-06,AZ,9.8
2020-07,AZ,9.0
2020-08,AZ,7.9
2020-09,AZ,7.5
2020-10,AZ,7.0
2020-11,AZ,6.7
2020-12,AZ,6.5
2021-01,AZ,6.3
2021-02,AZ,6.2
2021-03,AZ,6.0
2021-04,AZ,5.8
2021-05,AZ,5.6
2021-06,AZ,5.3
2021-07,AZ,4.9
2021-08,AZ,4.6
2021-09,AZ,4.2
2021-10,AZ,4.0
2021-11,AZ,3.8
2021-12,AZ,3.7
2022-01,AZ,3.6
2022-02,AZ,3.6
2022-03,AZ,3.7
2022-04,AZ,3.7
2022-05,AZ,3.7
2022-06,AZ,3.7
2022-07,AZ,3.8
2022-08,AZ,3.8
2022-09,AZ,3.8
2022-10,AZ,3.8
2022-11,AZ,3.8
2022-12,AZ,3.7
2023-01,AZ,3.7
2023-02,AZ,3.7
2023-03,AZ,3.6
2023-04,AZ,3.7
2023-05,AZ,3.7
2023-06,AZ,3.7
2023-07,AZ,3.7
2023-08,AZ,3.7
2023-09,AZ,3.8
2023-10,AZ,3.7
2023-11,AZ,3.7
2023-12,AZ,3.6
2024-01,AZ,3.5
2024-02,AZ,3.4
2024-03,AZ,3.4
2024-04,AZ,3.5
2024-05,AZ,3.5
2024-06,AZ,3.6
2024-07,AZ,3.7
2024-08,AZ,3.8
2024-09,AZ,3.9
2024-10,AZ,4.0
2024-11,AZ,4.0
2024-12,AZ,4.1
2025-01,AZ,4.2
2025-02,AZ,4.2
2025-03,AZ,4.2
2025-04,AZ,4.2
2025-05,AZ,4.3
2025-06,AZ,4.3
2025-07,AZ,4.3
2025-08,AZ,4.4
2025-09,AZ,4.4
2025-11,AZ,4.4
2025-12,AZ,4.4
2026-01,AZ,4.5
2026-02,AZ,4.6
2026-03,AZ,4.7
2026-04,AZ,4.7
2026-05,AZ,4.8
2026-06,AZ,4.9
1990-01,AR,6.7
1990-02,AR,6.7
1990-03,AR,6.7
1990-04,AR,6.7
1990-05,AR,6.7
1990-06,AR,6.7
1990-07,AR,6.8
1990-08,AR,6.9
1990-09,AR,7.0
1990-10,AR,7.1
1990-11,AR,7.2
1990-12,AR,7.3
1991-01,AR,7.4
1991-02,AR,7.4
1991-03,AR,7.5
1991-04,AR,7.5
1991-05,AR,7.4
1991-06,AR,7.3
1991-07,AR,7.2
1991-08,AR,7.2
1991-09,AR,7.1
1991-10,AR,7.2
1991-11,AR,7.2
1991-12,AR,7.3
1992-01,AR,7.3
1992-02,AR,7.3
1992-03,AR,7.2
1992-04,AR,7.2
1992-05,AR,7.1
1992-06,AR,7.1
1992-07,AR,7.0
1992-08,AR,7.0
1992-09,AR,6.9
1992-10,AR,6.7
1992-11,AR,6.6
1992-12,AR,6.5
1993-01,AR,6.4
1993-02,AR,6.3
1993-03,AR,6.3
1993-04,AR,6.2
1993-05,AR,6.2
1993-06,AR,6.2
1993-07,AR,6.1
1993-08,AR,6.1
1993-09,AR,6.0
1993-10,AR,5.9
1993-11,AR,5.9
1993-12,AR,5.9
1994-01,AR,5.8
1994-02,AR,5.8
1994-03,AR,5.7
1994-04,AR,5.7
1994-05,AR,5.6
1994-06,AR,5.5
1994-07,AR,5.4
1994-08,AR,5.4
1994-09,AR,5.3
1994-10,AR,5.2
1994-11,AR,5.1
1994-12,AR,5.0
1995-01,AR,4.9
1995-02,AR,4.8
1995-03,AR,4.8
1995-04,AR,4.8
1995-05,AR,4.8
1995-06,AR,4.8
1995-07,AR,4.8
1995-08,AR,4.9
1995-09,AR,4.9
1995-10,AR,4.9
1995-11,AR,5.0
1995-12,AR,5.0
1996-01,AR,5.0
1996-02,AR,5.1
1996-03,AR,5.1
1996-04,AR,5.2
1996-05,AR,5.2
1996-06,AR,5.2
1996-07,AR,5.2
1996-08,AR,5.2
1996-09,AR,5.2
1996-10,AR,5.2
1996-11,AR,5.2
1996-12,AR,5.2
1997-01,AR,5.2
1997-02,AR,5.2
1997-03,AR,5.1
1997-04,AR,5.1
1997-05,AR,5.1
1997-06,AR,5.1
1997-07,AR,5.1
1997-08,AR,5.1
1997-09,AR,5.1
1997-10,AR,5.1
1997-11,AR,5.0
1997-12,AR,5.1
1998-01,AR,5.1
1998-02,AR,5.1
1998-03,AR,5.1
1998-04,AR,5.1
1998-05,AR,5.1
1998-06,AR,5.0
1998-07,AR,5.0
1998-08,AR,5.1
1998-09,AR,5.1
1998-10,AR,5.0
1998-11,AR,5.0
1998-12,AR,4.8
1999-01,AR,4.7
1999-02,AR,4.6
1999-03,AR,4.6
1999-04,AR,4.5
1999-05,AR,4.5
1999-06,AR,4.6
1999-07,AR,4.6
1999-08,AR,4.5
1999-09,AR,4.5
1999-10,AR,4.4
1999-11,AR,4.4
1999-12,AR,4.3
2000-01,AR,4.3
2000-02,AR,4.3
2000-03,AR,4.2
2000-04,AR,4.2
2000-05,AR,4.1
2000-06,AR,4.1
2000-07,AR,4.1
2000-08,AR,4.1
2000-09,AR,4.1
2000-10,AR,4.1
2000-11,AR,4.2
2000-12,AR,4.2
2001-01,AR,4.3
2001-02,AR,4.4
2001-03,AR,4.5
2001-04,AR,4.5
2001-05,AR,4.6
2001-06,AR,4.6
2001-07,AR,4.7
2001-08,AR,4.8
2001-09,AR,4.9
2001-10,AR,5.1
2001-11,AR,5.2
2001-12,AR,5.3
2002-01,AR,5.4
2002-02,AR,5.5
2002-03,AR,5.5
2002-04,AR,5.4
2002-05,AR,5.4
2002-06,AR,5.3
2002-07,AR,5.2
2002-08,AR,5.2
2002-09,AR,5.2
2002-10,AR,5.2
2002-11,AR,5.3
2002-12,AR,5.4
2003-01,AR,5.4
2003-02,AR,5.5
2003-03,AR,5.6
2003-04,AR,5.7
2003-05,AR,5.8
2003-06,AR,5.9
2003-07,AR,6.0
2003-08,AR,6.0
2003-09,AR,5.9
2003-10,AR,5.8
2003-11,AR,5.8
2003-12,AR,5.7
2004-01,AR,5.7
2004-02,AR,5.7
2004-03,AR,5.7
2004-04,AR,5.7
2004-05,AR,5.7
2004-06,AR,5.6
2004-07,AR,5.5
2004-08,AR,5.5
2004-09,AR,5.5
2004-10,AR,5.4
2004-11,AR,5.4
2004-12,AR,5.4
2005-01,AR,5.4
2005-02,AR,5.3
2005-03,AR,5.3
2005-04,AR,5.2
2005-05,AR,5.2
2005-06,AR,5.2
2005-07,AR,5.2
2005-08,AR,5.3
2005-09,AR,5.3
2005-10,AR,5.3
2005-11,AR,5.3
2005-12,AR,5.2
2006-01,AR,5.1
2006-02,AR,5.1
2006-03,AR,5.1
2006-04,AR,5.2
2006-05,AR,5.2
2006-06,AR,5.3
2006-07,AR,5.3
2006-08,AR,5.3
2006-09,AR,5.3
2006-10,AR,5.3
2006-11,AR,5.3
2006-12,AR,5.3
2007-01,AR,5.3
2007-02,AR,5.3
2007-03,AR,5.3
2007-04,AR,5.4
2007-05,AR,5.4
2007-06,AR,5.5
2007-07,AR,5.5
2007-08,AR,5.5
2007-09,AR,5.5
2007-10,AR,5.4
2007-11,AR,5.3
2007-12,AR,5.2
2008-01,AR,5.1
2008-02,AR,5.0
2008-03,AR,4.9
2008-04,AR,4.9
2008-05,AR,5.0
2008-06,AR,5.1
2008-07,AR,5.3
2008-08,AR,5.4
2008-09,AR,5.6
2008-10,AR,5.9
2008-11,AR,6.2
2008-12,AR,6.6
2009-01,AR,7.0
2009-02,AR,7.3
2009-03,AR,7.6
2009-04,AR,7.8
2009-05,AR,7.9
2009-06,AR,7.9
2009-07,AR,7.9
2009-08,AR,7.8
2009-09,AR,7.8
2009-10,AR,7.8
2009-11,AR,7.8
2009-12,AR,7.9
2010-01,AR,7.9
2010-02,AR,7.9
2010-03,AR,7.9
2010-04,AR,7.8
2010-05,AR,7.7
2010-06,AR,7.7
2010-07,AR,7.7
2010-08,AR,7.7
2010-09,AR,7.8
2010-10,AR,7.9
2010-11,AR,8.0
2010-12,AR,8.0
2011-01,AR,8.0
2011-02,AR,8.0
2011-03,AR,8.0
2011-04,AR,7.9
2011-05,AR,8.0
2011-06,AR,8.0
2011-07,AR,8.0
2011-08,AR,7.9
2011-09,AR,7.9
2011-10,AR,7.8
2011-11,AR,7.6
2011-12,AR,7.5
2012-01,AR,7.4
2012-02,AR,7.3
2012-03,AR,7.3
2012-04,AR,7.3
2012-05,AR,7.3
2012-06,AR,7.3
2012-07,AR,7.2
2012-08,AR,7.2
2012-09,AR,7.2
2012-10,AR,7.2
2012-11,AR,7.2
2012-12,AR,7.2
2013-01,AR,7.2
2013-02,AR,7.2
2013-03,AR,7.2
2013-04,AR,7.2
2013-05,AR,7.2
2013-06,AR,7.1
2013-07,AR,7.1
2013-08,AR,7.1
2013-09,AR,7.0
2013-10,AR,6.9
2013-11,AR,6.7
2013-12,AR,6.6
2014-01,AR,6.4
2014-02,AR,6.3
2014-03,AR,6.1
2014-04,AR,6.0
2014-05,AR,6.0
2014-06,AR,5.9
2014-07,AR,5.8
2014-08,AR,5.7
2014-09,AR,5.7
2014-10,AR,5.6
2014-11,AR,5.5
2014-12,AR,5.5
2015-01,AR,5.5
2015-02,AR,5.4
2015-03,AR,5.4
2015-04,AR,5.3
2015-05,AR,5.2
2015-06,AR,5.1
2015-07,AR,4.9
2015-08,AR,4.8
2015-09,AR,4.6
2015-10,AR,4.5
2015-11,AR,4.4
2015-12,AR,4.3
2016-01,AR,4.2
2016-02,AR,4.1
2016-03,AR,4.0
2016-04,AR,4.0
2016-05,AR,4.0
2016-06,AR,4.0
2016-07,AR,4.0
2016-08,AR,3.9
2016-09,AR,3.9
2016-10,AR,3.9
2016-11,AR,3.9
2016-12,AR,3.8
2017-01,AR,3.8
2017-02,AR,3.7
2017-03,AR,3.7
2017-04,AR,3.7
2017-05,AR,3.7
2017-06,AR,3.7
2017-07,AR,3.7
2017-08,AR,3.7
2017-09,AR,3.8
2017-10,AR,3.8
2017-11,AR,3.8
2017-12,AR,3.8
2018-01,AR,3.8
2018-02,AR,3.8
2018-03,AR,3.7
2018-04,AR,3.7
2018-05,AR,3.6
2018-06,AR,3.6
2018-07,AR,3.5
2018-08,AR,3.5
2018-09,AR,3.6
2018-10,AR,3.6
2018-11,AR,3.7
2018-12,AR,3.7
2019-01,AR,3.7
2019-02,AR,3.6
2019-03,AR,3.5
2019-04,AR,3.4
2019-05,AR,3.4
2019-06,AR,3.4
2019-07,AR,3.4
2019-08,AR,3.5
2019-09,AR,3.5
2019-10,AR,3.5
2019-11,AR,3.5
2019-12,AR,3.5
2020-01,AR,3.5
2020-02,AR,3.6
2020-03,AR,4.8
2020-04,AR,10.1
2020-05,AR,8.9
2020-06,AR,7.9
2020-07,AR,7.3
2020-08,AR,6.4
2020-09,AR,5.9
2020-10,AR,5.4
2020-11,AR,5.1
2020-12,AR,5.0
2021-01,AR,4.9
2021-02,AR,4.8
2021-03,AR,4.7
2021-04,AR,4.6
2021-05,AR,4.4
2021-06,AR,4.2
2021-07,AR,4.0
2021-08,AR,3.7
2021-09,AR,3.5
2021-10,AR,3.3
2021-11,AR,3.2
2021-12,AR,3.2
2022-01,AR,3.2
2022-02,AR,3.2
2022-03,AR,3.2
2022-04,AR,3.2
2022-05,AR,3.2
2022-06,AR,3.2
2022-07,AR,3.2
2022-08,AR,3.2
2022-09,AR,3.2
2022-10,AR,3.2
2022-11,AR,3.1
2022-12,AR,3.0
2023-01,AR,2.9
2023-02,AR,2.9
2023-03,AR,2.9
2023-04,AR,2.9
2023-05,AR,3.0
2023-06,AR,3.0
2023-07,AR,3.2
2023-08,AR,3.3
2023-09,AR,3.4
2023-10,AR,3.4
2023-11,AR,3.5
2023-12,AR,3.5
2024-01,AR,3.4
2024-02,AR,3.4
2024-03,AR,3.4
2024-04,AR,3.4
2024-05,AR,3.4
2024-06,AR,3.4
2024-07,AR,3.5
2024-08,AR,3.5
2024-09,AR,3.5
2024-10,AR,3.6
2024-11,AR,3.7
2024-12,AR,3.7
2025-01,AR,3.8
2025-02,AR,3.8
2025-03,AR,3.9
2025-04,AR,3.9
2025-05,AR,4.0
2025-06,AR,4.0
2025-07,AR,4.1
2025-08,AR,4.2
2025-09,AR,4.2
2025-11,AR,4.3
2025-12,AR,4.3
2026-01,AR,4.4
2026-02,AR,4.4
2026-03,AR,4.3
2026-04,AR,4.3
2026-05,AR,4.2
2026-06,AR,4.1
1990-01,CA,5.2
1990-02,CA,5.2
1990-03,CA,5.2
1990-04,CA,5.3
1990-05,CA,5.4
1990-06,CA,5.5
1990-07,CA,5.7
1990-08,CA,5.9
1990-09,CA,6.1
1990-10,CA,6.4
1990-11,CA,6.6
1990-12,CA,6.9
1991-01,CA,7.2
1991-02,CA,7.4
1991-03,CA,7.6
1991-04,CA,7.7
1991-05,CA,7.8
1991-06,CA,7.8
1991-07,CA,7.8
1991-08,CA,7.9
1991-09,CA,7.9
1991-10,CA,8.1
1991-11,CA,8.2
1991-12,CA,8.4
1992-01,CA,8.6
1992-02,CA,8.8
1992-03,CA,8.9
1992-04,CA,9.1
1992-05,CA,9.2
1992-06,CA,9.4
1992-07,CA,9.5
1992-08,CA,9.7
1992-09,CA,9.8
1992-10,CA,9.8
1992-11,CA,9.8
1992-12,CA,9.8
1993-01,CA,9.8
1993-02,CA,9.8
1993-03,CA,9.7
1993-04,CA,9.7
1993-05,CA,9.6
1993-06,CA,9.6
1993-07,CA,9.5
1993-08,CA,9.5
1993-09,CA,9.4
1993-10,CA,9.4
1993-11,CA,9.3
1993-12,CA,9.3
1994-01,CA,9.3
1994-02,CA,9.2
1994-03,CA,9.1
1994-04,CA,9.0
1994-05,CA,8.9
1994-06,CA,8.8
1994-07,CA,8.6
1994-08,CA,8.5
1994-09,CA,8.4
1994-10,CA,8.2
1994-11,CA,8.0
1994-12,CA,7.9
1995-01,CA,7.8
1995-02,CA,7.8
1995-03,CA,7.8
1995-04,CA,7.9
1995-05,CA,8.0
1995-06,CA,8.0
1995-07,CA,8.0
1995-08,CA,8.0
1995-09,CA,7.9
1995-10,CA,7.9
1995-11,CA,7.9
1995-12,CA,7.8
1996-01,CA,7.8
1996-02,CA,7.8
1996-03,CA,7.7
1996-04,CA,7.6
1996-05,CA,7.5
1996-06,CA,7.3
1996-07,CA,7.2
1996-08,CA,7.1
1996-09,CA,7.1
1996-10,CA,7.0
1996-11,CA,7.0
1996-12,CA,7.0
1997-01,CA,6.9
1997-02,CA,6.8
1997-03,CA,6.7
1997-04,CA,6.6
1997-05,CA,6.5
1997-06,CA,6.4
1997-07,CA,6.3
1997-08,CA,6.2
1997-09,CA,6.2
1997-10,CA,6.1
1997-11,CA,6.1
1997-12,CA,6.0
1998-01,CA,6.0
1998-02,CA,6.0
1998-03,CA,6.0
1998-04,CA,6.0
1998-05,CA,6.0
1998-06,CA,6.0
1998-07,CA,6.0
1998-08,CA,6.0
1998-09,CA,6.0
1998-10,CA,5.9
1998-11,CA,5.9
1998-12,CA,5.8
1999-01,CA,5.7
1999-02,CA,5.6
1999-03,CA,5.5
1999-04,CA,5.4
1999-05,CA,5.3
1999-06,CA,5.3
1999-07,CA,5.2
1999-08,CA,5.2
1999-09,CA,5.1
1999-10,CA,5.1
1999-11,CA,5.0
1999-12,CA,5.0
2000-01,CA,5.0
2000-02,CA,5.0
2000-03,CA,5.0
2000-04,CA,5.0
2000-05,CA,5.1
2000-06,CA,5.0
2000-07,CA,5.0
2000-08,CA,4.9
2000-09,CA,4.9
2000-10,CA,4.8
2000-11,CA,4.7
2000-12,CA,4.7
2001-01,CA,4.7
2001-02,CA,4.8
2001-03,CA,4.9
2001-04,CA,5.0
2001-05,CA,5.1
2001-06,CA,5.2
2001-07,CA,5.4
2001-08,CA,5.6
2001-09,CA,5.9
2001-10,CA,6.1
2001-11,CA,6.3
2001-12,CA,6.5
2002-01,CA,6.6
2002-02,CA,6.7
2002-03,CA,6.7
2002-04,CA,6.7
2002-05,CA,6.7
2002-06,CA,6.7
2002-07,CA,6.7
2002-08,CA,6.7
2002-09,CA,6.8
2002-10,CA,6.8
2002-11,CA,6.8
2002-12,CA,6.9
2003-01,CA,6.9
2003-02,CA,6.9
2003-03,CA,7.0
2003-04,CA,7.0
2003-05,CA,7.0
2003-06,CA,7.0
2003-07,CA,7.0
2003-08,CA,7.0
2003-09,CA,6.9
2003-10,CA,6.8
2003-11,CA,6.7
2003-12,CA,6.6
2004-01,CA,6.6
2004-02,CA,6.5
2004-03,CA,6.5
2004-04,CA,6.5
2004-05,CA,6.4
2004-06,CA,6.3
2004-07,CA,6.2
2004-08,CA,6.1
2004-09,CA,6.0
2004-10,CA,5.9
2004-11,CA,5.9
2004-12,CA,5.8
2005-01,CA,5.8
2005-02,CA,5.7
2005-03,CA,5.6
2005-04,CA,5.5
2005-05,CA,5.4
2005-06,CA,5.3
2005-07,CA,5.3
2005-08,CA,5.3
2005-09,CA,5.3
2005-10,CA,5.2
2005-11,CA,5.2
2005-12,CA,5.1
2006-01,CA,5.0
2006-02,CA,5.0
2006-03,CA,4.9
2006-04,CA,4.9
2006-05,CA,4.9
2006-06,CA,4.9
2006-07,CA,4.9
2006-08,CA,4.9
2006-09,CA,4.8
2006-10,CA,4.8
2006-11,CA,4.8
2006-12,CA,4.9
2007-01,CA,4.9
2007-02,CA,5.0
2007-03,CA,5.0
2007-04,CA,5.1
2007-05,CA,5.1
2007-06,CA,5.2
2007-07,CA,5.3
2007-08,CA,5.4
2007-09,CA,5.6
2007-10,CA,5.7
2007-11,CA,5.7
2007-12,CA,5.8
2008-01,CA,5.9
2008-02,CA,6.0
2008-03,CA,6.2
2008-04,CA,6.4
2008-05,CA,6.7
2008-06,CA,7.0
2008-07,CA,7.3
2008-08,CA,7.6
2008-09,CA,7.9
2008-10,CA,8.3
2008-11,CA,8.8
2008-12,CA,9.3
2009-01,CA,9.9
2009-02,CA,10.4
2009-03,CA,10.8
2009-04,CA,11.1
2009-05,CA,11.4
2009-06,CA,11.6
2009-07,CA,11.7
2009-08,CA,11.9
2009-09,CA,12.0
2009-10,CA,12.1
2009-11,CA,12.2
2009-12,CA,12.3
2010-01,CA,12.4
2010-02,CA,12.4
2010-03,CA,12.4
2010-04,CA,12.4
2010-05,CA,12.3
2010-06,CA,12.3
2010-07,CA,12.2
2010-08,CA,12.3
2010-09,CA,12.3
2010-10,CA,12.3
2010-11,CA,12.3
2010-12,CA,12.2
2011-01,CA,12.1
2011-02,CA,12.0
2011-03,CA,11.9
2011-04,CA,11.9
2011-05,CA,11.9
2011-06,CA,11.9
2011-07,CA,11.8
2011-08,CA,11.8
2011-09,CA,11.6
2011-10,CA,11.5
2011-11,CA,11.3
2011-12,CA,11.1
2012-01,CA,11.0
2012-02,CA,10.9
2012-03,CA,10.8
2012-04,CA,10.7
2012-05,CA,10.7
2012-06,CA,10.5
2012-07,CA,10.4
2012-08,CA,10.2
2012-09,CA,10.1
2012-10,CA,9.9
2012-11,CA,9.8
2012-12,CA,9.7
2013-01,CA,9.6
2013-02,CA,9.5
2013-03,CA,9.4
2013-04,CA,9.3
2013-05,CA,9.2
2013-06,CA,9.1
2013-07,CA,9.0
2013-08,CA,8.9
2013-09,CA,8.8
2013-10,CA,8.6
2013-11,CA,8.5
2013-12,CA,8.4
2014-01,CA,8.2
2014-02,CA,8.1
2014-03,CA,8.0
2014-04,CA,7.8
2014-05,CA,7.7
2014-06,CA,7.6
2014-07,CA,7.5
2014-08,CA,7.4
2014-09,CA,7.3
2014-10,CA,7.2
2014-11,CA,7.1
2014-12,CA,6.9
2015-01,CA,6.8
2015-02,CA,6.7
2015-03,CA,6.6
2015-04,CA,6.5
2015-05,CA,6.4
2015-06,CA,6.3
2015-07,CA,6.1
2015-08,CA,6.0
2015-09,CA,5.9
2015-10,CA,5.8
2015-11,CA,5.8
2015-12,CA,5.7
2016-01,CA,5.7
2016-02,CA,5.6
2016-03,CA,5.6
2016-04,CA,5.5
2016-05,CA,5.5
2016-06,CA,5.5
2016-07,CA,5.5
2016-08,CA,5.5
2016-09,CA,5.5
2016-10,CA,5.5
2016-11,CA,5.4
2016-12,CA,5.4
2017-01,CA,5.3
2017-02,CA,5.1
2017-03,CA,5.0
2017-04,CA,5.0
2017-05,CA,4.9
2017-06,CA,4.8
2017-07,CA,4.8
2017-08,CA,4.8
2017-09,CA,4.7
2017-10,CA,4.6
2017-11,CA,4.5
2017-12,CA,4.5
2018-01,CA,4.4
2018-02,CA,4.3
2018-03,CA,4.3
2018-04,CA,4.2
2018-05,CA,4.2
2018-06,CA,4.2
2018-07,CA,4.2
2018-08,CA,4.2
2018-09,CA,4.2
2018-10,CA,4.3
2018-11,CA,4.3
2018-12,CA,4.3
2019-01,CA,4.3
2019-02,CA,4.3
2019-03,CA,4.2
2019-04,CA,4.1
2019-05,CA,4.0
2019-06,CA,4.0
2019-07,CA,4.0
2019-08,CA,4.0
2019-09,CA,4.0
2019-10,CA,4.0
2019-11,CA,4.1
2019-12,CA,4.1
2020-01,CA,4.3
2020-02,CA,4.4
2020-03,CA,5.5
2020-04,CA,16.1
2020-05,CA,15.8
2020-06,CA,13.8
2020-07,CA,13.1
2020-08,CA,11.8
2020-09,CA,9.9
2020-10,CA,9.3
2020-11,CA,9.0
2020-12,CA,9.0
2021-01,CA,8.7
2021-02,CA,8.6
2021-03,CA,8.5
2021-04,CA,8.4
2021-05,CA,8.0
2021-06,CA,7.9
2021-07,CA,7.4
2021-08,CA,7.0
2021-09,CA,6.5
2021-10,CA,6.1
2021-11,CA,5.7
2021-12,CA,5.4
2022-01,CA,5.2
2022-02,CA,4.8
2022-03,CA,4.5
2022-04,CA,4.3
2022-05,CA,4.1
2022-06,CA,4.0
2022-07,CA,3.9
2022-08,CA,3.8
2022-09,CA,4.0
2022-10,CA,4.1
2022-11,CA,4.3
2022-12,CA,4.4
2023-01,CA,4.4
2023-02,CA,4.5
2023-03,CA,4.5
2023-04,CA,4.5
2023-05,CA,4.6
2023-06,CA,4.6
2023-07,CA,4.7
2023-08,CA,4.8
2023-09,CA,4.9
2023-10,CA,5.0
2023-11,CA,5.0
2023-12,CA,5.1
2024-01,CA,5.1
2024-02,CA,5.1
2024-03,CA,5.2
2024-04,CA,5.2
2024-05,CA,5.2
2024-06,CA,5.3
2024-07,CA,5.4
2024-08,CA,5.4
2024-09,CA,5.4
2024-10,CA,5.4
2024-11,CA,5.4
2024-12,CA,5.4
2025-01,CA,5.4
2025-02,CA,5.4
2025-03,CA,5.4
2025-04,CA,5.4
2025-05,CA,5.5
2025-06,CA,5.5
2025-07,CA,5.5
2025-08,CA,5.5
2025-09,CA,5.5
2025-11,CA,5.5
2025-12,CA,5.5
2026-01,CA,5.4
2026-02,CA,5.4
2026-03,CA,5.3
2026-04,CA,5.3
2026-05,CA,5.3
2026-06,CA,5.2
1990-01,CO,5.2
1990-02,CO,5.1
1990-03,CO,5.1
1990-04,CO,5.1
1990-05,CO,5.1
1990-06,CO,5.2
1990-07,CO,5.2
1990-08,CO,5.1
1990-09,CO,5.1
1990-10,CO,5.1
1990-11,CO,5.1
1990-12,CO,5.1
1991-01,CO,5.1
1991-02,CO,5.1
1991-03,CO,5.1
1991-04,CO,5.2
1991-05,CO,5.2
1991-06,CO,5.2
1991-07,CO,5.2
1991-08,CO,5.2
1991-09,CO,5.3
1991-10,CO,5.4
1991-11,CO,5.6
1991-12,CO,5.7
1992-01,CO,5.9
1992-02,CO,6.0
1992-03,CO,6.1
1992-04,CO,6.2
1992-05,CO,6.2
1992-06,CO,6.2
1992-07,CO,6.2
1992-08,CO,6.2
1992-09,CO,6.2
1992-10,CO,6.1
1992-11,CO,6.1
1992-12,CO,6.1
1993-01,CO,6.0
1993-02,CO,6.0
1993-03,CO,5.8
1993-04,CO,5.7
1993-05,CO,5.5
1993-06,CO,5.4
1993-07,CO,5.3
1993-08,CO,5.1
1993-09,CO,5.0
1993-10,CO,5.0
1993-11,CO,4.9
1993-12,CO,4.9
1994-01,CO,4.8
1994-02,CO,4.7
1994-03,CO,4.6
1994-04,CO,4.5
1994-05,CO,4.3
1994-06,CO,4.2
1994-07,CO,4.0
1994-08,CO,3.9
1994-09,CO,3.8
1994-10,CO,3.7
1994-11,CO,3.6
1994-12,CO,3.6
1995-01,CO,3.6
1995-02,CO,3.6
1995-03,CO,3.7
1995-04,CO,3.9
1995-05,CO,4.0
1995-06,CO,4.1
1995-07,CO,4.2
1995-08,CO,4.2
1995-09,CO,4.2
1995-10,CO,4.2
1995-11,CO,4.2
1995-12,CO,4.2
1996-01,CO,4.2
1996-02,CO,4.2
1996-03,CO,4.3
1996-04,CO,4.3
1996-05,CO,4.3
1996-06,CO,4.3
1996-07,CO,4.3
1996-08,CO,4.2
1996-09,CO,4.1
1996-10,CO,4.0
1996-11,CO,3.9
1996-12,CO,3.9
1997-01,CO,3.8
1997-02,CO,3.6
1997-03,CO,3.5
1997-04,CO,3.4
1997-05,CO,3.3
1997-06,CO,3.2
1997-07,CO,3.2
1997-08,CO,3.2
1997-09,CO,3.2
1997-10,CO,3.2
1997-11,CO,3.3
1997-12,CO,3.4
1998-01,CO,3.5
1998-02,CO,3.6
1998-03,CO,3.7
1998-04,CO,3.7
1998-05,CO,3.7
1998-06,CO,3.8
1998-07,CO,3.8
1998-08,CO,3.8
